,Image,Review Text
1102,['https://images-na.ssl-images-amazon.com/images/I/71HJzMW91XL._SY88.jpg'],"I was recommended this particular harmonica by a few players who said ""Buy the Special 20. Its a great Harmonica and it's perfect for a beginner "" so I took their advice and I must say it's Fantastic. Looks and sounds great and I'm s total newbie but I'm having no trouble at all playing single note songs and exercises. I'll most likely purchase one in every key once I'm more confident and skilled with this one"
940,['https://images-na.ssl-images-amazon.com/images/I/81ZVCj3nvbL._SY88.jpg'],"There are only a few things I needed to know before I purchased this Alto/Tenor stand.  1.  Did it hold my Tenor and Soprano properly? 2.  Would this particular stand work properly on different surfaces? 3.  Is the design portable and easy for setup for gigs/home use to easily swap for doubled soprano?

Answer is .......... Yes!

This particular stand is very compact, snaps into place and holds my equipment perfectly.  Given that the feet sit flush to the ground, it creates a balance that keeps the instruments from wobbling while on the stand.  I currently use as my pro setup a Yamaha 62-iii tenor, and an allora paris (woodwind and brasswind pro model) soprano.  I am attaching a photo so you can see the setup.  This stand is a great value and allows me to swap instruments with ease and securely without fear of the instruments falling."
3456,"['https://images-na.ssl-images-amazon.com/images/I/61qgXE91IKL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/713qMmIeVML._SY88.jpg']","The neck had the most amazing finish.

HOWEVER, the edge of the neck above the 22nd fret was not finished (rough and bare un-sanded wood). Did not look like the photos at all or any other 22 fret Stratocaster necks. Also the frets stuck out of the sides of the neck which could easily fixed with a 35 degree fret beveling file and then polishing. Also there was a saw cut that went below the notch for the nut about 1/8and inch. Which is just poor quality workmanship. The unfinished and un-beveled end of the neck above the 22nd fret and the notch for the nut were just not acceptable. Returned the item and bought another two. Let's see how they do the second and third time around and I will update this post.

They need to have a better quality process.

UPDATE: Second neck arrived of equally poor quality. Spend more money and go somewhere else."
3692,['https://images-na.ssl-images-amazon.com/images/I/71xMgWuFM3L._SY88.jpg'],"Looks great in my white Michael Kelly Patriot, although I'm always a sucker for the 3 ply with white in the middle and it really pops on a white guitar with black trim."
2117,"['https://images-na.ssl-images-amazon.com/images/I/71OTz8QblzL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71XDWC2RNQL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71s+wMYP2gL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71RcHF7puFL._SY88.jpg']","It's perfect, although it's not the simplest of portable stands with its number of parts"
2760,"['https://images-na.ssl-images-amazon.com/images/I/71c54KcN0BL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81-xBuet9SL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81riH-cfpxL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81L6H8V-QfL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71J9ItBhxPL._SY88.jpg']","Just what I needed, although at it's lowest setting, wass about an inch too tall for me sitting on the edge of my bed. Ive gotten used to it now so it's all good! Like others have said, it's good quality and sturdy construction. I stubbed my toe on it in The night, and quickly wished that hadn't happened! The rubber grip on top is actually riveted on, so that should last a good while. I also used this for when I practice standing up. I rest my foot on it which pushes the bottom of my guitars out so I can see what I'm doing. All in all its a good product and I recommend it. A word of warning, this is made of strong metal, if you're buying this for your son or daughter, show them the dangers of the scissoring action of the legs. I imagine they could do some hurtin to little fingers."
428,['https://images-na.ssl-images-amazon.com/images/I/519mqdv3BWL._SY88.jpg'],"Great microphone, I use it with my cheap/budget Behringer mixer, the sound is good and if I turn up the gain it will pick up everything in the room. It is great for recording acoustic guitar and vocals, don't start layering the vocals though, it starts to sound kind of weird."
2528,['https://images-na.ssl-images-amazon.com/images/I/81K9NmC4xVL._SY88.jpg'],Good
3533,"['https://images-na.ssl-images-amazon.com/images/I/71KAZSvrsKL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71WRxaJPFWL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71BfzWHvgPL._SY88.jpg']","Installed these on a cheap, beat-up Juan Estruch classical guitar that I got at a flea market for $25.  It's a surprisingly nice guitar, but one of the tuners was bent, one was completely broken, and all were rusty.  I ordered these as a new replacement that would fix these problems without costing as much as the guitar itself did.

Overall these have done an excellent job for the price paid.  No, they're not perfect or incredible.  They were also a little scratched out of the packaging, and shipping took around a month from China.  All that being said, they do the job well for pretty much the lowest price possible, and I have no real complaints.

I wouldn't recommend these on a decent guitar that's already working well, but for a cheap fix or an improvement on a very cheap or beat-up guitar, these fit the bill perfectly.

Please rate up if I was able to help you a bit :)"
3083,"['https://images-na.ssl-images-amazon.com/images/I/71K7OQnb3CL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81EbIlZorWL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81jmI0jQphL._SY88.jpg']","the anouncement says original fender, but i recieved a emerson pot inside a simple plastic bag, and without the tonecapacitor .... I don't like it.  :( :( :("
3612,"['https://images-na.ssl-images-amazon.com/images/I/710VwzzYcSL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71PofMSeoUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71s8QHG5nwL._SY88.jpg']",This was a gift from my sister and brother in law for babysitting there kids until school start. I have to say this is an Amazing Guitar. For 200$ it's worth the buy and if your new to 7 string guitars you'll love it. Well shipped and a well made guitar. I couldn't be any more happier with the White looks so sick.
1715,['https://images-na.ssl-images-amazon.com/images/I/81gSIhBYmgL._SY88.jpg'],"Great stand for the money, very sturdy you will be happy."
738,"['https://images-na.ssl-images-amazon.com/images/I/71h7guR0nqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71stWnHqArL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71NhgvZ45RL._SY88.jpg']","This is very best for me. Soft and safe.
This is good way to connect twice."
3522,['https://images-na.ssl-images-amazon.com/images/I/71WPnpatx4L._SY88.jpg'],"I got this to replace the bridge pickup on my squire strat. I was skeptical that it would really make much difference, but my feedback problem was solved, and the tone is much warmer and cleaner (the old pickup was just awful). I read comments saying that the green wire goes with the red and the white is hot. Mine came with the red wire as hot, and I didn't change that. It works, and it definitely sounds like a beige pickup is supposed to, so it think you should just trust whatever setup the factory gives you. Also, I know other people explained this, but many said they had to enlarge the pickup hole to accommodate the pickup. You DO NOT. It takes a bit of patience but if you are careful, you can slip it in with no modifications.if you are looking to upgrade a cheap guitar, you should be pretty well satisfied with this pickup.

P.s. this is the first thing I ever soldered, and I suck at everything. If you are thinking about changing a pickup but don't think you can do it right, anything I can do, you can do better."
3244,"['https://images-na.ssl-images-amazon.com/images/I/71KIK9cfH2L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71lL0uf3VPL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71pi9laAsEL._SY88.jpg']",Save your money....does not fit properly.  1gap around the guitar allows the guitar to slide forward and hit the end of the case with the headstock. Do NOT BUY
494,['https://images-na.ssl-images-amazon.com/images/I/71bgu8gW2eL._SY88.jpg'],"Perfect gauge for me. Easy to strum or pick with. Does not slip off my fingers easily. Previously I bought Fender's Medium picks, however they are too thin despite also labeled as Medium. I have also tried many other brands, but most of them are too slippery for me to grip on. These picks work best for me. Perhaps you should not choose color White like I do. It looks too plain and rather yellowish."
3631,"['https://images-na.ssl-images-amazon.com/images/I/71Dr52DRdgL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71h7HCZil7L._SY88.jpg']","What a great new preamp from Fishman the Platinum Stage. It so small fits in a guitar case.  It gets rid of the low mud tone. In guitar mode the bass is at 150Hz, theres a low cut switch for 30hz, 80Hz, and 160Hz.  The middle is from 200Hz-3.1kHz Q1.3 and treble is at 6kHz.  I like that this is battery powered so I can use it with the Bose S1 Pro and my guitars with LR Baggs or Fishman pickups.  On the Cordoba F7 Paco w Fishman Ellipse it sounds great.  Thanks Fishman #FishmanElectronics #Fishman"
